word,group,year,quarter,yq,n,total,freq
showcases,strong,2020,2,2020.25,1,4352,0.00022977941176470588
showcases,strong,2020,3,2020.5,1,4512,0.00022163120567375886
showcases,strong,2020,4,2020.75,3,4648,0.0006454388984509467
showcases,strong,2021,1,2021.0,1,4096,0.000244140625
showcases,strong,2021,2,2021.25,2,4077,0.0004905567819475104
showcases,strong,2021,3,2021.5,0,4387,0.0
showcases,strong,2021,4,2021.75,2,4558,0.00043878894251864854
showcases,strong,2022,1,2022.0,4,4068,0.0009832841691248771
showcases,strong,2022,2,2022.25,1,4146,0.000241196333815726
showcases,strong,2022,3,2022.5,4,4452,0.0008984725965858042
showcases,strong,2022,4,2022.75,1,4476,0.00022341376228775692
showcases,strong,2023,1,2023.0,4,4266,0.0009376465072667605
showcases,strong,2023,2,2023.25,3,4297,0.0006981615080288574
showcases,strong,2023,3,2023.5,6,4702,0.0012760527435133986
showcases,strong,2023,4,2023.75,8,4738,0.0016884761502743773
showcases,strong,2024,1,2024.0,4,4408,0.0009074410163339383
showcases,strong,2024,2,2024.25,5,4905,0.0010193679918450561
showcases,strong,2024,3,2024.5,3,4808,0.0006239600665557404
showcases,strong,2024,4,2024.75,7,5105,0.0013712047012732615
showcases,strong,2025,1,2025.0,3,4932,0.0006082725060827251
showcases,strong,2025,2,2025.25,10,5094,0.0019630938358853552
showcases,strong,2025,3,2025.5,10,5832,0.0017146776406035665
showcases,strong,2025,4,2025.75,8,6011,0.0013308933621693562
showcases,strong,2026,1,2026.0,3,5455,0.0005499541704857929
showcases,strong,2026,2,2026.25,4,6008,0.0006657789613848203
showcases,strong,2026,3,2026.5,0,634,0.0
showcasing,strong,2015,1,2015.0,1,3620,0.00027624309392265195
showcasing,strong,2015,2,2015.25,0,3633,0.0
showcasing,strong,2015,3,2015.5,0,3733,0.0
showcasing,strong,2015,4,2015.75,0,3952,0.0
showcasing,strong,2016,1,2016.0,1,3706,0.0002698327037236913
showcasing,strong,2016,2,2016.25,0,3726,0.0
showcasing,strong,2016,3,2016.5,0,3863,0.0
showcasing,strong,2016,4,2016.75,0,3884,0.0
showcasing,strong,2017,1,2017.0,1,3613,0.0002767783005812344
showcasing,strong,2017,2,2017.25,1,3611,0.00027693159789531985
showcasing,strong,2017,3,2017.5,1,3735,0.0002677376171352075
showcasing,strong,2017,4,2017.75,0,4178,0.0
showcasing,strong,2018,1,2018.0,1,3795,0.00026350461133069827
showcasing,strong,2018,2,2018.25,0,3994,0.0
showcasing,strong,2018,3,2018.5,0,3977,0.0
showcasing,strong,2018,4,2018.75,0,4181,0.0
showcasing,strong,2019,1,2019.0,0,4148,0.0
showcasing,strong,2019,2,2019.25,1,3979,0.00025131942699170643
showcasing,strong,2019,3,2019.5,2,4382,0.00045641259698767686
showcasing,strong,2019,4,2019.75,0,4093,0.0
showcasing,strong,2020,1,2020.0,0,3777,0.0
showcasing,strong,2020,2,2020.25,0,4352,0.0
showcasing,strong,2020,3,2020.5,2,4512,0.0004432624113475177
showcasing,strong,2020,4,2020.75,1,4648,0.0002151462994836489
showcasing,strong,2021,1,2021.0,0,4096,0.0
showcasing,strong,2021,2,2021.25,1,4077,0.0002452783909737552
showcasing,strong,2021,3,2021.5,0,4387,0.0
showcasing,strong,2021,4,2021.75,0,4558,0.0
showcasing,strong,2022,1,2022.0,2,4068,0.0004916420845624386
showcasing,strong,2022,2,2022.25,1,4146,0.000241196333815726
showcasing,strong,2022,3,2022.5,5,4452,0.0011230907457322552
showcasing,strong,2022,4,2022.75,0,4476,0.0
showcasing,strong,2023,1,2023.0,4,4266,0.0009376465072667605
showcasing,strong,2023,2,2023.25,0,4297,0.0
showcasing,strong,2023,3,2023.5,5,4702,0.0010633772862611655
showcasing,strong,2023,4,2023.75,5,4738,0.001055297593921486
showcasing,strong,2024,1,2024.0,5,4408,0.001134301270417423
showcasing,strong,2024,2,2024.25,6,4905,0.0012232415902140672
showcasing,strong,2024,3,2024.5,7,4808,0.0014559068219633944
showcasing,strong,2024,4,2024.75,10,5105,0.0019588638589618022
showcasing,strong,2025,1,2025.0,8,4932,0.0016220600162206002
showcasing,strong,2025,2,2025.25,8,5094,0.0015704750687082843
showcasing,strong,2025,3,2025.5,7,5832,0.0012002743484224967
showcasing,strong,2025,4,2025.75,5,6011,0.0008318083513558476
showcasing,strong,2026,1,2026.0,6,5455,0.0010999083409715857
showcasing,strong,2026,2,2026.25,1,6008,0.00016644474034620507
showcasing,strong,2026,3,2026.5,0,634,0.0
spectra,control,2015,1,2015.0,431,3620,0.11906077348066299
spectra,control,2015,2,2015.25,493,3633,0.13570052298375998
spectra,control,2015,3,2015.5,446,3733,0.11947495312081435
spectra,control,2015,4,2015.75,495,3952,0.12525303643724697
spectra,control,2016,1,2016.0,458,3706,0.12358337830545062
spectra,control,2016,2,2016.25,430,3726,0.11540526033279656
spectra,control,2016,3,2016.5,446,3863,0.1154543101216671
spectra,control,2016,4,2016.75,485,3884,0.12487126673532441
spectra,control,2017,1,2017.0,420,3613,0.11624688624411846
spectra,control,2017,2,2017.25,421,3611,0.11658820271392965
spectra,control,2017,3,2017.5,455,3735,0.12182061579651941
spectra,control,2017,4,2017.75,474,4178,0.11345141215892772
spectra,control,2018,1,2018.0,484,3795,0.12753623188405797
spectra,control,2018,2,2018.25,442,3994,0.11066599899849774
spectra,control,2018,3,2018.5,472,3977,0.11868242393764143
spectra,control,2018,4,2018.75,477,4181,0.11408753886629992
spectra,control,2019,1,2019.0,485,4148,0.11692381870781099
spectra,control,2019,2,2019.25,459,3979,0.11535561698919326
spectra,control,2019,3,2019.5,481,4382,0.10976722957553628
spectra,control,2019,4,2019.75,456,4093,0.1114097239188859
spectra,control,2020,1,2020.0,431,3777,0.11411172888535875
spectra,control,2020,2,2020.25,500,4352,0.11488970588235294
spectra,control,2020,3,2020.5,560,4512,0.12411347517730496
spectra,control,2020,4,2020.75,517,4648,0.11123063683304647
spectra,control,2021,1,2021.0,440,4096,0.107421875
spectra,control,2021,2,2021.25,463,4077,0.11356389502084867
spectra,control,2021,3,2021.5,545,4387,0.12423068155915204
spectra,control,2021,4,2021.75,571,4558,0.12527424308907414
spectra,control,2022,1,2022.0,481,4068,0.11823992133726648
spectra,control,2022,2,2022.25,493,4146,0.11890979257115292
spectra,control,2022,3,2022.5,561,4452,0.12601078167115903
spectra,control,2022,4,2022.75,493,4476,0.11014298480786416
spectra,control,2023,1,2023.0,531,4266,0.12447257383966245
spectra,control,2023,2,2023.25,529,4297,0.12310914591575518
spectra,control,2023,3,2023.5,575,4702,0.12228838792003403
spectra,control,2023,4,2023.75,533,4738,0.1124947235120304
spectra,control,2024,1,2024.0,524,4408,0.11887477313974591
spectra,control,2024,2,2024.25,573,4905,0.11681957186544342
spectra,control,2024,3,2024.5,565,4808,0.11751247920133112
spectra,control,2024,4,2024.75,622,5105,0.12184133202742409
spectra,control,2025,1,2025.0,592,4932,0.12003244120032441
spectra,control,2025,2,2025.25,617,5094,0.12112288967412642
spectra,control,2025,3,2025.5,692,5832,0.11865569272976681
spectra,control,2025,4,2025.75,740,6011,0.12310763600066545
spectra,control,2026,1,2026.0,632,5455,0.1158570119156737
spectra,control,2026,2,2026.25,747,6008,0.12433422103861518
spectra,control,2026,3,2026.5,83,634,0.1309148264984227
stellar,control,2015,1,2015.0,692,3620,0.19116022099447513
stellar,control,2015,2,2015.25,753,3633,0.20726672171758878
stellar,control,2015,3,2015.5,731,3733,0.1958210554513796
stellar,control,2015,4,2015.75,777,3952,0.1966093117408907
stellar,control,2016,1,2016.0,782,3706,0.21100917431192662
stellar,control,2016,2,2016.25,777,3726,0.20853462157809985
stellar,control,2016,3,2016.5,844,3863,0.21848304426611442
stellar,control,2016,4,2016.75,814,3884,0.20957775489186406
stellar,control,2017,1,2017.0,726,3613,0.2009410462219762
stellar,control,2017,2,2017.25,765,3611,0.2118526723899197
stellar,control,2017,3,2017.5,725,3735,0.19410977242302543
stellar,control,2017,4,2017.75,832,4178,0.19913834370512207
stellar,control,2018,1,2018.0,765,3795,0.2015810276679842
stellar,control,2018,2,2018.25,890,3994,0.2228342513770656
stellar,control,2018,3,2018.5,819,3977,0.20593412119688206
stellar,control,2018,4,2018.75,888,4181,0.21238938053097345
stellar,control,2019,1,2019.0,926,4148,0.2232401157184185
stellar,control,2019,2,2019.25,773,3979,0.1942699170645891
stellar,control,2019,3,2019.5,841,4382,0.19192149703331812
stellar,control,2019,4,2019.75,853,4093,0.20840459320791596
stellar,control,2020,1,2020.0,825,3777,0.21842732327243844
stellar,control,2020,2,2020.25,904,4352,0.20772058823529413
stellar,control,2020,3,2020.5,932,4512,0.20656028368794327
stellar,control,2020,4,2020.75,923,4648,0.1985800344234079
stellar,control,2021,1,2021.0,805,4096,0.196533203125
stellar,control,2021,2,2021.25,844,4077,0.2070149619818494
stellar,control,2021,3,2021.5,819,4387,0.1866879416457716
stellar,control,2021,4,2021.75,881,4558,0.19328652917946468
stellar,control,2022,1,2022.0,850,4068,0.20894788593903638
stellar,control,2022,2,2022.25,898,4146,0.21659430776652194
stellar,control,2022,3,2022.5,888,4452,0.19946091644204852
stellar,control,2022,4,2022.75,881,4476,0.19682752457551386
stellar,control,2023,1,2023.0,891,4266,0.2088607594936709
stellar,control,2023,2,2023.25,943,4297,0.2194554340237375
stellar,control,2023,3,2023.5,890,4702,0.18928115695448744
stellar,control,2023,4,2023.75,954,4738,0.2013507809202195
stellar,control,2024,1,2024.0,902,4408,0.2046279491833031
stellar,control,2024,2,2024.25,1029,4905,0.20978593272171253
stellar,control,2024,3,2024.5,1024,4808,0.2129783693843594
stellar,control,2024,4,2024.75,1071,5105,0.20979431929480902
stellar,control,2025,1,2025.0,1028,4932,0.20843471208434713
stellar,control,2025,2,2025.25,1120,5094,0.2198665096191598
stellar,control,2025,3,2025.5,1307,5832,0.22410836762688616
stellar,control,2025,4,2025.75,1398,6011,0.232573615039095
stellar,control,2026,1,2026.0,1197,5455,0.21943171402383135
stellar,control,2026,2,2026.25,1399,6008,0.23285619174434088
stellar,control,2026,3,2026.5,126,634,0.19873817034700317
tapestry,strong,2015,1,2015.0,0,3620,0.0
tapestry,strong,2015,2,2015.25,0,3633,0.0
tapestry,strong,2015,3,2015.5,0,3733,0.0
tapestry,strong,2015,4,2015.75,0,3952,0.0
tapestry,strong,2016,1,2016.0,0,3706,0.0
tapestry,strong,2016,2,2016.25,0,3726,0.0
tapestry,strong,2016,3,2016.5,0,3863,0.0
tapestry,strong,2016,4,2016.75,0,3884,0.0
tapestry,strong,2017,1,2017.0,0,3613,0.0
tapestry,strong,2017,2,2017.25,0,3611,0.0
tapestry,strong,2017,3,2017.5,0,3735,0.0
tapestry,strong,2017,4,2017.75,0,4178,0.0
tapestry,strong,2018,1,2018.0,0,3795,0.0
tapestry,strong,2018,2,2018.25,0,3994,0.0
tapestry,strong,2018,3,2018.5,0,3977,0.0
tapestry,strong,2018,4,2018.75,0,4181,0.0
tapestry,strong,2019,1,2019.0,0,4148,0.0
tapestry,strong,2019,2,2019.25,0,3979,0.0
tapestry,strong,2019,3,2019.5,0,4382,0.0
tapestry,strong,2019,4,2019.75,0,4093,0.0
tapestry,strong,2020,1,2020.0,0,3777,0.0
tapestry,strong,2020,2,2020.25,1,4352,0.00022977941176470588
tapestry,strong,2020,3,2020.5,0,4512,0.0
tapestry,strong,2020,4,2020.75,0,4648,0.0
tapestry,strong,2021,1,2021.0,0,4096,0.0
tapestry,strong,2021,2,2021.25,0,4077,0.0
tapestry,strong,2021,3,2021.5,0,4387,0.0
tapestry,strong,2021,4,2021.75,0,4558,0.0
tapestry,strong,2022,1,2022.0,0,4068,0.0
tapestry,strong,2022,2,2022.25,0,4146,0.0
tapestry,strong,2022,3,2022.5,0,4452,0.0
tapestry,strong,2022,4,2022.75,0,4476,0.0
tapestry,strong,2023,1,2023.0,0,4266,0.0
tapestry,strong,2023,2,2023.25,0,4297,0.0
tapestry,strong,2023,3,2023.5,0,4702,0.0
tapestry,strong,2023,4,2023.75,0,4738,0.0
tapestry,strong,2024,1,2024.0,2,4408,0.00045372050816696913
tapestry,strong,2024,2,2024.25,0,4905,0.0
tapestry,strong,2024,3,2024.5,1,4808,0.00020798668885191348
tapestry,strong,2024,4,2024.75,1,5105,0.0001958863858961802
tapestry,strong,2025,1,2025.0,0,4932,0.0
tapestry,strong,2025,2,2025.25,0,5094,0.0
tapestry,strong,2025,3,2025.5,1,5832,0.00017146776406035664
tapestry,strong,2025,4,2025.75,4,6011,0.0006654466810846781
tapestry,strong,2026,1,2026.0,0,5455,0.0
tapestry,strong,2026,2,2026.25,0,6008,0.0
tapestry,strong,2026,3,2026.5,0,634,0.0
temperature,control,2015,1,2015.0,366,3620,0.1011049723756906
temperature,control,2015,2,2015.25,322,3633,0.08863198458574181
temperature,control,2015,3,2015.5,356,3733,0.09536565764800428
temperature,control,2015,4,2015.75,371,3952,0.09387651821862349
temperature,control,2016,1,2016.0,365,3706,0.09848893685914732
temperature,control,2016,2,2016.25,373,3726,0.10010735373054214
temperature,control,2016,3,2016.5,390,3863,0.10095780481491069
temperature,control,2016,4,2016.75,385,3884,0.09912461380020597
temperature,control,2017,1,2017.0,342,3613,0.09465817879878217
temperature,control,2017,2,2017.25,338,3611,0.09360288008861811
temperature,control,2017,3,2017.5,368,3735,0.09852744310575635
temperature,control,2017,4,2017.75,388,4178,0.09286740067017712
temperature,control,2018,1,2018.0,364,3795,0.09591567852437417
temperature,control,2018,2,2018.25,367,3994,0.09188783174762143
temperature,control,2018,3,2018.5,391,3977,0.09831531305003771
temperature,control,2018,4,2018.75,379,4181,0.090648170294188
temperature,control,2019,1,2019.0,373,4148,0.08992285438765671
temperature,control,2019,2,2019.25,406,3979,0.10203568735863282
temperature,control,2019,3,2019.5,395,4382,0.09014148790506618
temperature,control,2019,4,2019.75,401,4093,0.09797214756902028
temperature,control,2020,1,2020.0,360,3777,0.09531374106433678
temperature,control,2020,2,2020.25,432,4352,0.09926470588235294
temperature,control,2020,3,2020.5,419,4512,0.09286347517730496
temperature,control,2020,4,2020.75,443,4648,0.09530981067125645
temperature,control,2021,1,2021.0,400,4096,0.09765625
temperature,control,2021,2,2021.25,386,4077,0.09467745891586951
temperature,control,2021,3,2021.5,382,4387,0.08707545019375428
temperature,control,2021,4,2021.75,405,4558,0.08885476086002633
temperature,control,2022,1,2022.0,379,4068,0.0931661750245821
temperature,control,2022,2,2022.25,406,4146,0.09792571152918475
temperature,control,2022,3,2022.5,447,4452,0.10040431266846361
temperature,control,2022,4,2022.75,440,4476,0.09830205540661305
temperature,control,2023,1,2023.0,424,4266,0.09939052977027661
temperature,control,2023,2,2023.25,412,4297,0.09588084710262974
temperature,control,2023,3,2023.5,420,4702,0.0893236920459379
temperature,control,2023,4,2023.75,424,4738,0.089489235964542
temperature,control,2024,1,2024.0,455,4408,0.10322141560798548
temperature,control,2024,2,2024.25,473,4905,0.09643221202854231
temperature,control,2024,3,2024.5,507,4808,0.10544925124792014
temperature,control,2024,4,2024.75,455,5105,0.089128305582762
temperature,control,2025,1,2025.0,432,4932,0.08759124087591241
temperature,control,2025,2,2025.25,488,5094,0.09579897919120534
temperature,control,2025,3,2025.5,555,5832,0.09516460905349794
temperature,control,2025,4,2025.75,496,6011,0.08251538845450009
temperature,control,2026,1,2026.0,486,5455,0.08909257561869845
temperature,control,2026,2,2026.25,564,6008,0.09387483355525965
temperature,control,2026,3,2026.5,53,634,0.083596214511041
underscore,strong,2015,1,2015.0,0,3620,0.0
underscore,strong,2015,2,2015.25,0,3633,0.0
underscore,strong,2015,3,2015.5,0,3733,0.0
underscore,strong,2015,4,2015.75,0,3952,0.0
underscore,strong,2016,1,2016.0,0,3706,0.0
underscore,strong,2016,2,2016.25,2,3726,0.0005367686527106817
underscore,strong,2016,3,2016.5,2,3863,0.0005177323323841574
underscore,strong,2016,4,2016.75,0,3884,0.0
underscore,strong,2017,1,2017.0,0,3613,0.0
underscore,strong,2017,2,2017.25,1,3611,0.00027693159789531985
underscore,strong,2017,3,2017.5,2,3735,0.000535475234270415
underscore,strong,2017,4,2017.75,1,4178,0.00023934897079942556
underscore,strong,2018,1,2018.0,1,3795,0.00026350461133069827
underscore,strong,2018,2,2018.25,1,3994,0.0002503755633450175
underscore,strong,2018,3,2018.5,1,3977,0.00025144581342720644
underscore,strong,2018,4,2018.75,1,4181,0.00023917723032767282
underscore,strong,2019,1,2019.0,0,4148,0.0
underscore,strong,2019,2,2019.25,1,3979,0.00025131942699170643
underscore,strong,2019,3,2019.5,0,4382,0.0
underscore,strong,2019,4,2019.75,1,4093,0.0002443195699975568
underscore,strong,2020,1,2020.0,2,3777,0.0005295207836907599
underscore,strong,2020,2,2020.25,2,4352,0.00045955882352941176
underscore,strong,2020,3,2020.5,1,4512,0.00022163120567375886
underscore,strong,2020,4,2020.75,2,4648,0.0004302925989672978
underscore,strong,2021,1,2021.0,0,4096,0.0
underscore,strong,2021,2,2021.25,0,4077,0.0
underscore,strong,2021,3,2021.5,3,4387,0.0006838386140870754
underscore,strong,2021,4,2021.75,1,4558,0.00021939447125932427
underscore,strong,2022,1,2022.0,0,4068,0.0
underscore,strong,2022,2,2022.25,2,4146,0.000482392667631452
underscore,strong,2022,3,2022.5,1,4452,0.00022461814914645105
underscore,strong,2022,4,2022.75,3,4476,0.0006702412868632708
underscore,strong,2023,1,2023.0,1,4266,0.00023441162681669012
underscore,strong,2023,2,2023.25,5,4297,0.0011636025133814289
underscore,strong,2023,3,2023.5,9,4702,0.0019140791152700979
underscore,strong,2023,4,2023.75,8,4738,0.0016884761502743773
underscore,strong,2024,1,2024.0,11,4408,0.0024954627949183303
underscore,strong,2024,2,2024.25,26,4905,0.005300713557594291
underscore,strong,2024,3,2024.5,27,4808,0.005615640599001664
underscore,strong,2024,4,2024.75,32,5105,0.006268364348677767
underscore,strong,2025,1,2025.0,41,4932,0.008313057583130576
underscore,strong,2025,2,2025.25,41,5094,0.008048684727129957
underscore,strong,2025,3,2025.5,44,5832,0.0075445816186556925
underscore,strong,2025,4,2025.75,33,6011,0.0054899351189485945
underscore,strong,2026,1,2026.0,21,5455,0.00384967919340055
underscore,strong,2026,2,2026.25,34,6008,0.005659121171770972
underscore,strong,2026,3,2026.5,1,634,0.0015772870662460567
underscores,strong,2015,1,2015.0,0,3620,0.0
underscores,strong,2015,2,2015.25,2,3633,0.0005505092210294523
underscores,strong,2015,3,2015.5,0,3733,0.0
underscores,strong,2015,4,2015.75,6,3952,0.0015182186234817814
underscores,strong,2016,1,2016.0,1,3706,0.0002698327037236913
underscores,strong,2016,2,2016.25,1,3726,0.00026838432635534085
underscores,strong,2016,3,2016.5,0,3863,0.0
underscores,strong,2016,4,2016.75,2,3884,0.0005149330587023687
underscores,strong,2017,1,2017.0,0,3613,0.0
underscores,strong,2017,2,2017.25,0,3611,0.0
underscores,strong,2017,3,2017.5,0,3735,0.0
underscores,strong,2017,4,2017.75,1,4178,0.00023934897079942556
underscores,strong,2018,1,2018.0,1,3795,0.00026350461133069827
underscores,strong,2018,2,2018.25,1,3994,0.0002503755633450175
underscores,strong,2018,3,2018.5,0,3977,0.0
underscores,strong,2018,4,2018.75,1,4181,0.00023917723032767282
underscores,strong,2019,1,2019.0,2,4148,0.00048216007714561236
underscores,strong,2019,2,2019.25,2,3979,0.0005026388539834129
underscores,strong,2019,3,2019.5,1,4382,0.00022820629849383843
underscores,strong,2019,4,2019.75,2,4093,0.0004886391399951136
underscores,strong,2020,1,2020.0,1,3777,0.00026476039184537993
underscores,strong,2020,2,2020.25,0,4352,0.0
underscores,strong,2020,3,2020.5,1,4512,0.00022163120567375886
underscores,strong,2020,4,2020.75,2,4648,0.0004302925989672978
underscores,strong,2021,1,2021.0,0,4096,0.0
underscores,strong,2021,2,2021.25,1,4077,0.0002452783909737552
underscores,strong,2021,3,2021.5,2,4387,0.00045589240939138365
underscores,strong,2021,4,2021.75,3,4558,0.0006581834137779728
underscores,strong,2022,1,2022.0,1,4068,0.0002458210422812193
underscores,strong,2022,2,2022.25,1,4146,0.000241196333815726
underscores,strong,2022,3,2022.5,3,4452,0.0006738544474393531
underscores,strong,2022,4,2022.75,4,4476,0.0008936550491510277
underscores,strong,2023,1,2023.0,2,4266,0.00046882325363338024
underscores,strong,2023,2,2023.25,2,4297,0.00046544100535257155
underscores,strong,2023,3,2023.5,6,4702,0.0012760527435133986
underscores,strong,2023,4,2023.75,13,4738,0.002743773744195863
underscores,strong,2024,1,2024.0,22,4408,0.004990925589836661
underscores,strong,2024,2,2024.25,22,4905,0.004485219164118246
underscores,strong,2024,3,2024.5,20,4808,0.004159733777038269
underscores,strong,2024,4,2024.75,20,5105,0.0039177277179236044
underscores,strong,2025,1,2025.0,24,4932,0.004866180048661801
underscores,strong,2025,2,2025.25,34,5094,0.006674519042010208
underscores,strong,2025,3,2025.5,33,5832,0.00565843621399177
underscores,strong,2025,4,2025.75,28,6011,0.004658126767592747
underscores,strong,2026,1,2026.0,17,5455,0.0031164069660861594
underscores,strong,2026,2,2026.25,15,6008,0.002496671105193076
underscores,strong,2026,3,2026.5,4,634,0.006309148264984227
underscoring,strong,2015,1,2015.0,0,3620,0.0
underscoring,strong,2015,2,2015.25,0,3633,0.0
underscoring,strong,2015,3,2015.5,1,3733,0.0002678810608090008
underscoring,strong,2015,4,2015.75,0,3952,0.0
underscoring,strong,2016,1,2016.0,0,3706,0.0
underscoring,strong,2016,2,2016.25,0,3726,0.0
underscoring,strong,2016,3,2016.5,0,3863,0.0
underscoring,strong,2016,4,2016.75,0,3884,0.0
underscoring,strong,2017,1,2017.0,0,3613,0.0
underscoring,strong,2017,2,2017.25,0,3611,0.0
underscoring,strong,2017,3,2017.5,2,3735,0.000535475234270415
underscoring,strong,2017,4,2017.75,2,4178,0.0004786979415988511
underscoring,strong,2018,1,2018.0,1,3795,0.00026350461133069827
underscoring,strong,2018,2,2018.25,0,3994,0.0
underscoring,strong,2018,3,2018.5,0,3977,0.0
underscoring,strong,2018,4,2018.75,0,4181,0.0
underscoring,strong,2019,1,2019.0,1,4148,0.00024108003857280618
underscoring,strong,2019,2,2019.25,1,3979,0.00025131942699170643
underscoring,strong,2019,3,2019.5,0,4382,0.0
underscoring,strong,2019,4,2019.75,1,4093,0.0002443195699975568
underscoring,strong,2020,1,2020.0,0,3777,0.0
underscoring,strong,2020,2,2020.25,0,4352,0.0
underscoring,strong,2020,3,2020.5,1,4512,0.00022163120567375886
underscoring,strong,2020,4,2020.75,0,4648,0.0
underscoring,strong,2021,1,2021.0,1,4096,0.000244140625
underscoring,strong,2021,2,2021.25,0,4077,0.0
underscoring,strong,2021,3,2021.5,0,4387,0.0
underscoring,strong,2021,4,2021.75,1,4558,0.00021939447125932427
underscoring,strong,2022,1,2022.0,2,4068,0.0004916420845624386
underscoring,strong,2022,2,2022.25,0,4146,0.0
underscoring,strong,2022,3,2022.5,0,4452,0.0
underscoring,strong,2022,4,2022.75,2,4476,0.00044682752457551384
underscoring,strong,2023,1,2023.0,2,4266,0.00046882325363338024
underscoring,strong,2023,2,2023.25,2,4297,0.00046544100535257155
underscoring,strong,2023,3,2023.5,5,4702,0.0010633772862611655
underscoring,strong,2023,4,2023.75,3,4738,0.0006331785563528915
underscoring,strong,2024,1,2024.0,4,4408,0.0009074410163339383
underscoring,strong,2024,2,2024.25,5,4905,0.0010193679918450561
underscoring,strong,2024,3,2024.5,3,4808,0.0006239600665557404
underscoring,strong,2024,4,2024.75,18,5105,0.003525954946131244
underscoring,strong,2025,1,2025.0,12,4932,0.0024330900243309003
underscoring,strong,2025,2,2025.25,16,5094,0.0031409501374165686
underscoring,strong,2025,3,2025.5,22,5832,0.0037722908093278463
underscoring,strong,2025,4,2025.75,25,6011,0.004159041756779238
underscoring,strong,2026,1,2026.0,23,5455,0.0042163153070577455
underscoring,strong,2026,2,2026.25,20,6008,0.003328894806924101
underscoring,strong,2026,3,2026.5,0,634,0.0
unravel,soft,2015,1,2015.0,4,3620,0.0011049723756906078
unravel,soft,2015,2,2015.25,4,3633,0.0011010184420589045
unravel,soft,2015,3,2015.5,3,3733,0.0008036431824270024
unravel,soft,2015,4,2015.75,6,3952,0.0015182186234817814
unravel,soft,2016,1,2016.0,2,3706,0.0005396654074473826
unravel,soft,2016,2,2016.25,0,3726,0.0
unravel,soft,2016,3,2016.5,3,3863,0.000776598498576236
unravel,soft,2016,4,2016.75,2,3884,0.0005149330587023687
unravel,soft,2017,1,2017.0,5,3613,0.0013838915029061722
unravel,soft,2017,2,2017.25,0,3611,0.0
unravel,soft,2017,3,2017.5,3,3735,0.0008032128514056225
unravel,soft,2017,4,2017.75,2,4178,0.0004786979415988511
unravel,soft,2018,1,2018.0,5,3795,0.0013175230566534915
unravel,soft,2018,2,2018.25,2,3994,0.000500751126690035
unravel,soft,2018,3,2018.5,3,3977,0.0007543374402816193
unravel,soft,2018,4,2018.75,5,4181,0.001195886151638364
unravel,soft,2019,1,2019.0,2,4148,0.00048216007714561236
unravel,soft,2019,2,2019.25,2,3979,0.0005026388539834129
unravel,soft,2019,3,2019.5,5,4382,0.0011410314924691922
unravel,soft,2019,4,2019.75,5,4093,0.001221597849987784
unravel,soft,2020,1,2020.0,1,3777,0.00026476039184537993
unravel,soft,2020,2,2020.25,4,4352,0.0009191176470588235
unravel,soft,2020,3,2020.5,7,4512,0.0015514184397163121
unravel,soft,2020,4,2020.75,3,4648,0.0006454388984509467
unravel,soft,2021,1,2021.0,7,4096,0.001708984375
unravel,soft,2021,2,2021.25,4,4077,0.0009811135638950208
unravel,soft,2021,3,2021.5,4,4387,0.0009117848187827673
unravel,soft,2021,4,2021.75,4,4558,0.0008775778850372971
unravel,soft,2022,1,2022.0,1,4068,0.0002458210422812193
unravel,soft,2022,2,2022.25,4,4146,0.000964785335262904
unravel,soft,2022,3,2022.5,5,4452,0.0011230907457322552
unravel,soft,2022,4,2022.75,6,4476,0.0013404825737265416
unravel,soft,2023,1,2023.0,4,4266,0.0009376465072667605
unravel,soft,2023,2,2023.25,7,4297,0.0016290435187340006
unravel,soft,2023,3,2023.5,6,4702,0.0012760527435133986
unravel,soft,2023,4,2023.75,7,4738,0.0014774166314900801
unravel,soft,2024,1,2024.0,9,4408,0.002041742286751361
unravel,soft,2024,2,2024.25,5,4905,0.0010193679918450561
unravel,soft,2024,3,2024.5,10,4808,0.0020798668885191347
unravel,soft,2024,4,2024.75,7,5105,0.0013712047012732615
unravel,soft,2025,1,2025.0,4,4932,0.0008110300081103001
unravel,soft,2025,2,2025.25,5,5094,0.0009815469179426776
unravel,soft,2025,3,2025.5,5,5832,0.0008573388203017832
unravel,soft,2025,4,2025.75,4,6011,0.0006654466810846781
unravel,soft,2026,1,2026.0,2,5455,0.00036663611365719525
unravel,soft,2026,2,2026.25,10,6008,0.0016644474034620505
unravel,soft,2026,3,2026.5,0,634,0.0
