word,base_df,base_slope,disc_df,val_df,disc_ratio,val_ratio,in_dict,is_seed,is_control,disc_rank,n_docs,topic_entropy,top_share
elucidated,0.0062807641549035,0.0092340847030018,0.0113648623765823,0.0082640358357212,1.7040591554757127,1.2164438125754065,False,False,False,316,531,0.969359172873093,0.17715776226125252
exemplifies,0.0031070485110811,-0.004452793524692,0.0051408069107179,0.0085191422012846,1.7031508347958475,2.8476416382416008,False,False,False,317,351,0.9931598007108411,0.1548386929357259
noordwijk,0.0024766210626495,-0.0302305067051087,0.003465379143971,0.0021908090344791,1.7030575337474283,1.1437759756639536,False,False,False,318,172,0.9337842616320435,0.209564889899827
acciari,0.0026039745078318,0.0076829485900567,0.0046596157770604,0.0023994575139533,1.7022567878512604,0.8632065113964609,False,False,False,319,222,0.6466358260347369,0.5437092851660459
eigenfrequency,0.0031063971508484,-0.0463084700831308,0.0039092426012175,0.0051740402607502,1.7004367339602495,2.468997699358767,False,False,False,320,205,0.838757375171184,0.2869473538543907
anhui,0.0034439432687365,0.019602776257018,0.0066511561329604,0.0056866931008397,1.7002163956654357,1.3977840898407912,False,False,False,321,401,0.9367640450234457,0.21960219370180026
farrell,0.0028765560206726,-0.0590904543277206,0.0033271193085561,0.0021386469146106,1.6982546680108792,1.2285670073512929,False,False,False,322,174,0.8884142209825167,0.2945562815513144
excessively,0.0071010073439219,0.0087437541978533,0.0127610521822048,0.0244540757631859,1.6977887655600186,3.197081415009732,True,False,False,323,914,0.9794345154629525,0.20200733389263104
commence,0.0041993936770037,-0.0008124123536193,0.0070899472034747,0.0045289380506541,1.6972654921389787,1.0859474577162975,True,False,False,324,315,0.9758637350492558,0.1908238204729858
scuola,0.0028252191138801,0.0442442463351529,0.0063855096233092,0.0036252673308643,1.6952967119404394,0.8809679913881723,False,False,False,325,326,0.8397659994632719,0.32433308977227215
pertains,0.0064059524572443,0.0230951182287654,0.0126168138632927,0.0095385456283704,1.6950029138869849,1.2236092457785714,False,False,False,326,535,0.9869854464266129,0.19086987450161766
refining,0.0100150593228711,0.0390058614386807,0.0218612035797851,0.047815187118095,1.6939880602113755,3.4270628981820628,True,False,False,327,1896,0.9829884880853939,0.2038583138477193
pandey,0.0049125184014049,0.0244413479775504,0.0097517688018062,0.0103323858939574,1.693492897432887,1.7087208387987192,False,False,False,328,642,0.9285014518503026,0.21161248662730767
resonators,0.0025439559333309,-0.0313354903237639,0.0035126738847958,0.0040458284146293,1.6927220295680157,2.0757399103663747,False,False,False,329,193,0.47105342366852904,0.7520200357461588
brillouin,0.002979650034272,-0.0120096308585804,0.0046632401641199,0.0038972883784521,1.692094762516353,1.4485412717543695,False,False,False,330,203,0.8706703736119871,0.2657429657845549
substantiate,0.0025139793821919,0.013440310462107,0.0046404988904724,0.0034856956532831,1.6914615082859326,1.236837959388345,True,False,False,331,197,0.9963766719984462,0.14771952812101954
delineated,0.0091078329119762,-0.009331709650845,0.0144982722380147,0.0125967559096277,1.6913902031906844,1.4972409421849044,False,False,False,332,695,0.9894007694218804,0.17151569056746488
transitioned,0.004575312676425,0.0276689943187817,0.0092633288940296,0.0146400469430972,1.6913718949979644,2.5291903261974995,False,False,False,333,597,0.9804252819823588,0.21590613315843551
valtonen,0.0029952454307815,-0.0313833646461471,0.0041265994187536,0.0039904021699441,1.689477615108956,1.7395464959403102,False,False,False,334,247,0.8604763183693371,0.3216583719667365
judiciously,0.0020252885893856,-0.0367726389288244,0.0026940768880103,0.0007041886182254,1.6893867063154324,0.4752787486154606,True,False,False,335,92,0.9326952244991615,0.23001547268812958
invite,0.0026271086874136,-0.0278109846469898,0.0037023058964775,0.0039959083844098,1.6885047229170735,1.9266455237897264,True,False,False,336,176,0.9558019550578439,0.2203694492267014
hinders,0.0056525584666714,0.02795130668167,0.011440334971644,0.0138292919954857,1.6876778051134171,1.9291790998379923,False,False,False,337,644,0.9850419705221806,0.17110992717531937
weisberg,0.0028367014989141,-0.0384579193695538,0.0037245941217426,0.0014866204162537,1.685888000179791,0.7266980303604365,False,False,False,338,152,0.81813156230943,0.41496719949845545
claude,0.0027172874442782,-0.0368157395507015,0.0036018267858561,0.0060369573282304,1.6838946336575282,3.0380011965049816,True,False,False,339,279,0.9283797217378826,0.24647278762456556
appearances,0.0056028086346541,-0.0479472823025976,0.006907563965912,0.0058941215258325,1.6837212256990817,1.581287499526829,False,False,False,340,312,0.9841555338372917,0.18624677636578874
ecole,0.0071023150614622,-0.052448360162719,0.00850335284763,0.0028949976527046,1.6836332104010978,0.6365925708178541,True,False,False,341,447,0.9568257925159698,0.24194941551138274
overlaying,0.0035855703319908,-0.0453714384261215,0.0044945372325559,0.0076981988405956,1.6834739924057938,3.1573278775284805,False,False,False,342,295,0.9568954866078503,0.2176444583218938
tabs,0.0023369236044155,-0.0065026686974268,0.0037696236206552,0.0027112101786833,1.6827126135867818,1.2260926604130569,False,False,False,343,152,0.9269144466124424,0.2830021888690665
spines,0.0020472325577319,-0.0535721053461482,0.0024303314264142,0.0041161252710038,1.6816196611353225,3.1701732481330165,False,False,False,344,162,0.8313703074791222,0.28283493609563354
madden,0.002417997812945,-0.0309018788461498,0.0033225888247316,0.0034856956532831,1.679786346038938,1.8745971075301164,True,False,False,345,185,0.6147647769838621,0.6025519624339578
accommodates,0.0055073256253317,-0.0037749831981561,0.0090245899479932,0.0162546325500596,1.679357569150712,3.0476968293884714,False,False,False,346,611,0.9252023079322673,0.2669033768841851
utilize,0.0482534858587326,0.0574011749957578,0.1176703024446569,0.133284730450936,1.6791890328480752,1.6957237009994912,True,False,False,347,6585,0.9851673098937451,0.19265058023693593
stood,0.0024748223258209,-0.028998967145287,0.0034403726284112,0.0034074524734803,1.6785065979298368,1.7617146217429545,True,False,False,348,182,0.9785236303325728,0.17353495614332246
cook,0.0075403560324781,-0.0293033343165135,0.0104589246722663,0.0121488937114469,1.678092820296719,2.066894118589214,True,False,False,349,648,0.9917670425403133,0.14896349218778618
proportions,0.010574873547228,-0.0394071904896967,0.013735124852938,0.0183989836984496,1.678033178788075,2.4321503441166143,False,False,False,350,764,0.9211216935056246,0.2974470834269628
oschin,0.0022874955273285,-0.0179076848067242,0.0034162722096164,0.0040356400015519,1.6778149934273496,2.054274326164143,False,False,False,351,362,0.9086131339070608,0.2367170313067387
comprehensive,0.102177116174749,0.0224771839616794,0.1982853882651403,0.291196343648747,1.6768179358287123,2.354277663770171,True,True,False,352,12608,0.996560056166751,0.15875148159633784
freq,0.0038733086303769,-0.0525351707774551,0.0046159454232951,0.0007041886182254,1.6767983494138288,0.2841454089454384,False,False,False,353,128,0.9617632540023264,0.22039036262941453
europe,0.0083289363415235,0.0005538387207338,0.0140030366045014,0.020012745289558,1.6752099434571168,2.391512349422684,False,False,False,354,2325,0.9758222398318759,0.19164176043372547
suboptimal,0.0035550517763961,0.0241601931012303,0.0069658207224409,0.014426914284325,1.674650610603824,3.3047612799059327,True,False,False,355,555,0.817534364440907,0.44425521114698246
sta,0.0028701795799045,-0.041538156234644,0.003667332316504,0.0053339887644863,1.6737856626549568,2.645338536266744,False,False,False,356,270,0.9260048997823259,0.23731546755477992
rights,0.0020763192391124,-0.001059782774139,0.0034513346441152,0.004424613810917,1.6737269862014394,2.1502721689034923,False,False,False,357,332,0.9420396496053964,0.2373606014218224
outlines,0.0177034532257833,0.0193180658049588,0.0335816826093185,0.0807293186744362,1.673058874054258,3.869551219709333,False,False,False,358,2819,0.9841234866605122,0.18706273418417102
finest,0.0070394897071816,-0.0554977542891811,0.0082100703866497,0.0085429811715698,1.6729042984672982,1.9450841849758072,False,False,False,359,431,0.8493466918267705,0.4276069585497908
withstand,0.0033069870320671,-0.0116163966915387,0.0051298448950139,0.0048906107456036,1.6728763158216775,1.6323473187876318,True,False,False,360,243,0.8651383586772482,0.3139191846088188
cyclically,0.0023568967882278,-0.0597600486331241,0.0026731478078926,0.0015648635960565,1.6725530221417797,1.1034186687157654,True,False,False,361,128,0.9342282242011027,0.23192679138043812
distinctions,0.0060304482384943,0.0433853581276813,0.0133704472323381,0.0191235491428299,1.672334693958841,2.1931165803089976,False,False,False,362,824,0.9729689116399234,0.1857471823286649
grav,0.0052212402127835,-0.034719768589829,0.0069662737708233,0.0072935304036874,1.672005836996416,1.8764295204073556,False,False,False,363,992,0.848975048044892,0.3700362450565489
commander,0.0025840604091582,-0.0244996929696597,0.0036705036551811,0.0078569272898503,1.665649152605587,3.744473525333017,True,False,False,364,290,0.49392503779949903,0.6181215920536093
atop,0.0047167398793051,-0.020895809042334,0.0068566448380277,0.0084170600511965,1.6651631935738025,2.1313532873797665,True,False,False,365,362,0.9303816582192838,0.285685007434264
delineating,0.0030889939183745,0.0112308922226678,0.0055314859981678,0.0063034721613525,1.6646422751984675,1.854829149780719,False,False,False,366,334,0.9891363763693759,0.16909757491776994
establishes,0.0225180469925592,-0.0145247328645803,0.0340944982752217,0.0592786529443625,1.6640089445621085,2.978418366730011,False,False,False,367,2226,0.9736341291318003,0.21372811017484358
effectiveness,0.0270841352602239,0.0286295705759184,0.0542812690395502,0.0760430702483224,1.6638577695963026,2.201195015934153,True,False,False,368,3442,0.9032194894215669,0.33915882911269923
disregard,0.0105261591325412,-0.034014670358919,0.0140398223780047,0.011459377685597,1.6638423558648228,1.4536383199075478,True,False,False,369,608,0.9801238214481384,0.21568901709425936
enriches,0.0023998972624355,0.0147877546155684,0.0043949642186994,0.0056752846332809,1.6634820994090245,2.085479645093019,False,False,False,370,268,0.9659349496850305,0.20886064544272379
dither,0.0105974255816664,-0.0371759547606941,0.0138414935925312,0.0181858510396774,1.663133488828907,2.3537937539046307,True,False,False,371,749,0.8475707489846661,0.28712280226465664
posit,0.0074311171624445,-0.0056480286010226,0.0119078457993029,0.0108368943913047,1.66235201138243,1.5300317656344793,True,False,False,372,587,0.9771498294935343,0.1845530178467832
brera,0.0054606254650418,-0.0437727031928045,0.0068289200321733,0.0058160763653434,1.6621729849137965,1.5451647056526232,False,False,False,373,413,0.9048051297948296,0.2527969895929416
investigates,0.0092653785610867,0.0339486697013949,0.0191902321592794,0.0324878662387967,1.6610506712706308,2.627461740536152,False,False,False,374,1574,0.995298318906641,0.1442912239769415
halved,0.0040991257056133,-0.0362917315412706,0.0053777336632245,0.0071788197315591,1.660949754152797,2.384146017836357,True,False,False,375,299,0.9265196027261989,0.27767458353511415
amati,0.0027988673837509,-0.0127004157071207,0.0042798987053145,0.0054383130042234,1.660746524586558,2.1645394360848527,True,False,False,376,270,0.6555911502058235,0.4799133230058123
sarkar,0.0051616496597964,0.0228442648446622,0.0099436660554001,0.0140244879370658,1.6606213170523274,2.2375297315578697,True,False,False,377,759,0.9606512518988898,0.1933182464611559
lansing,0.0038428375275088,-0.0383392800963623,0.0049729212213935,0.0047206718481039,1.660305673029052,1.7016935785077534,False,False,False,378,286,0.9225898972245408,0.2671773166047859
toas,0.0036126515775958,0.0047102329827675,0.0061785729185693,0.0083785484885358,1.658691103264702,2.2282035904091155,False,False,False,379,349,0.6274947936945301,0.4802811883794612
burlaga,0.0021134219804225,-0.0433399970578526,0.0026445169052733,0.0011214855771738,1.6584608268869816,0.7670032534129381,False,False,False,380,113,0.646600214359778,0.5626657782704132
exceeding,0.064463495591997,-0.013898737618501,0.0976684467233794,0.2157967595174118,1.6583468568071134,3.767370215778608,True,False,False,381,7688,0.9915533751684447,0.15181571311452938
boyd,0.0022948833886133,-0.0453660111620749,0.0028336958685725,0.0013562151165823,1.6582765856530952,0.8690339220058727,True,False,False,382,141,0.9137156895523325,0.2660162699428567
rec,0.0026094395269043,-0.0232282507191384,0.0037168922992411,0.0033133166468206,1.6565482794011628,1.546902229152911,False,False,False,383,184,0.9704729702542926,0.18332970952200653
maldonado,0.0020763860556572,-0.0174892334825676,0.0030697165243142,0.0014344582963851,1.6563830312826815,0.8015698668783098,False,False,False,384,138,0.7980874092656706,0.41060008777281454
koekemoer,0.0079921902676476,-0.0497447743402995,0.0095766343383627,0.0100579247374069,1.6556644249113628,1.920770847288073,False,False,False,385,495,0.6525665455489301,0.49899280527564005
accentuated,0.0022290709313076,-0.0393014481621616,0.0028582493357498,0.0011997287569766,1.6554681752431462,0.7516931592902469,False,False,False,386,124,0.9844735980640056,0.16217638397328105
rocha,0.0052115639342389,-0.0567131854406619,0.0059643874397103,0.0077719578411004,1.654604608744651,2.415011848369372,False,False,False,387,415,0.9840068911397484,0.1752957594775098
mea,0.002458569324585,-0.0571064782938709,0.0028055180143357,0.0029732408325074,1.654006788333679,1.9649720226893483,False,False,False,388,189,0.9759211169093222,0.19331730208672987
conversely,0.0799369645117695,0.0057256441840264,0.137210350482441,0.2039702029223997,1.6537742262206845,2.430428460554227,True,False,False,389,8371,0.9925205023809565,0.1454258353841951
comptonizing,0.0026287039192653,-0.0466761971845298,0.003208882456494,0.0050334465480014,1.653388958030697,2.8472730326905764,False,False,False,390,178,0.32351919619802083,0.8332575516544187
bamba,0.0031251590659021,-0.0485836275740103,0.003767358378743,0.0051775024048806,1.6531498313630586,2.503772088615388,False,False,False,391,280,0.7330871052885055,0.45267576759655703
harris,0.0292745216670557,-0.0152583565157522,0.0438235258033804,0.0311856273545055,1.6530673122667636,1.212804913534698,True,False,False,392,3614,0.9619147568280048,0.20069051644495764
triply,0.0024111508251337,0.0035101514545077,0.0040756802908692,0.004674015942701,1.652216197216115,1.8815166970715,True,False,False,393,204,0.9191156462856648,0.2801262448106646
eigenbasis,0.0020010182457648,-0.0398816976358262,0.0025503804720061,0.0010171613374367,1.6517204034991402,0.7134478044741509,False,False,False,394,110,0.7320885235860606,0.4512872228844045
kravtsov,0.0163025169224702,-0.0596631284647821,0.0182674428102875,0.0152197325147444,1.6513798657643737,1.550240160715935,False,False,False,395,986,0.7657734703700254,0.41083542045281596
mart,0.006842861247085,0.0478159385807963,0.0154170730060899,0.0496265847597462,1.6511400292909515,4.830187274599081,True,False,False,396,2136,0.9753419585933648,0.21582548448123687
ssa,0.00669335706316,-0.0568671531056692,0.0076361019648723,0.0079657357088854,1.6510446399451035,1.9297772018014925,False,False,False,397,337,0.9197155356415501,0.2553457276486363
hastings,0.0074113950787298,-0.0478112168077032,0.0089667862398469,0.0126953759155854,1.6508355457085235,2.571821692500043,True,False,False,398,513,0.8756718183624982,0.32721585951918986
assessing,0.0313974377268232,0.0170048384780508,0.0578885324059957,0.1028326368994069,1.650802556781941,2.8344144329168297,False,False,False,399,4013,0.9783422324436671,0.21330878599398925
predecessors,0.0030139747333024,-0.0196522512220332,0.0043763003804939,0.0043769358703465,1.6498487571173623,1.7162356639184304,False,False,False,400,221,0.9418988347196005,0.23447790541751928
